Region,Category,Product,SalesChannel,Revenue,Profit,ProfitMargin,Date
Central,Components,LL Road Rear Wheel,Reseller,202.62,52.68,25.99,28 August 2012
Northeast,Components,LL Road Rear Wheel,Reseller,202.62,52.68,25.99,30 June 2012
Northwest,Components,LL Road Rear Wheel,Reseller,202.62,52.68,25.99,28 August 2012
Southeast,Components,LL Road Rear Wheel,Reseller,202.62,52.68,25.99,30 March 2012
United Kingdom,Components,LL Road Rear Wheel,Reseller,202.62,52.68,25.99,28 October 2012
United Kingdom,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,28 December 2012
Southwest,Components,"LL Road Frame - Black, 44",Reseller,202.33,-2.29,-1.13,28 January 2013
Southwest,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,31 July 2013
Southwest,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,30 June 2013
Southwest,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,29 August 2013
Southeast,Components,"LL Road Frame - Black, 44",Reseller,202.33,-2.29,-1.13,28 December 2012
Southeast,Components,"LL Road Frame - Black, 44",Reseller,202.33,-2.29,-1.13,28 January 2013
Southeast,Components,"LL Road Frame - Black, 44",Reseller,202.33,-2.29,-1.13,30 May 2013
Southeast,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,30 March 2013
Southeast,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,28 December 2012
Southeast,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,29 September 2013
Southeast,Components,"LL Road Frame - Black, 60",Reseller,202.33,-2.29,-1.13,28 December 2012
Southeast,Components,"LL Road Frame - Black, 60",Reseller,202.33,-2.29,-1.13,28 January 2013
Southeast,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,29 October 2013
Southeast,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,30 May 2013
Northwest,Components,"LL Road Frame - Black, 44",Reseller,202.33,-2.29,-1.13,30 April 2013
Northeast,Components,"LL Road Frame - Black, 44",Reseller,202.33,-2.29,-1.13,30 April 2013
Northeast,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,29 August 2013
Northeast,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,30 April 2013
Germany,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,28 January 2013
Germany,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,28 February 2013
Central,Components,"LL Road Frame - Black, 44",Reseller,202.33,-2.29,-1.13,30 March 2013
Central,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,30 March 2013
Central,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,30 April 2013
Central,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,28 January 2013
France,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,29 September 2013
France,Components,"LL Road Frame - Black, 52",Reseller,202.33,-2.29,-1.13,30 March 2013
Canada,Components,"LL Road Frame - Black, 44",Reseller,202.33,-2.29,-1.13,29 November 2013
Canada,Components,"LL Road Frame - Black, 58",Reseller,202.33,-2.29,-1.13,31 July 2013
Canada,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,30 April 2012
Canada,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,29 February 2012
France,Components,"LL Road Frame - Red, 44",Reseller,202.33,15.17,7.50,28 November 2012
France,Components,"LL Road Frame - Red, 44",Reseller,202.33,15.17,7.50,30 March 2012
France,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,31 July 2012
France,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,29 February 2012
France,Components,"LL Road Frame - Red, 48",Reseller,202.33,15.17,7.50,28 August 2012
France,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,28 October 2012
France,Components,"LL Road Frame - Red, 60",Reseller,202.33,15.17,7.50,29 January 2012
Central,Components,"LL Road Frame - Red, 48",Reseller,202.33,15.17,7.50,30 June 2012
Central,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,30 March 2012
Central,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,30 May 2012
Central,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,28 September 2012
Central,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,28 November 2012
Central,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,29 February 2012
Northeast,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,28 September 2012
Northeast,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,30 March 2012
Northeast,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,30 April 2012
Northwest,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,28 August 2012
Northwest,Components,"LL Road Frame - Red, 44",Reseller,202.33,15.17,7.50,30 June 2012
Northwest,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,30 May 2012
Northwest,Components,"LL Road Frame - Red, 48",Reseller,202.33,15.17,7.50,28 November 2012
Southeast,Components,"LL Road Frame - Red, 44",Reseller,202.33,15.17,7.50,28 August 2012
Southeast,Components,"LL Road Frame - Red, 48",Reseller,202.33,15.17,7.50,30 April 2012
Southeast,Components,"LL Road Frame - Red, 48",Reseller,202.33,15.17,7.50,29 December 2011
Southeast,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,30 May 2012
Southeast,Components,"LL Road Frame - Red, 60",Reseller,202.33,15.17,7.50,30 June 2012
Southeast,Components,"LL Road Frame - Red, 60",Reseller,202.33,15.17,7.50,31 July 2012
Southeast,Components,"LL Road Frame - Red, 60",Reseller,202.33,15.17,7.50,30 March 2012
Southwest,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,30 May 2012
Southwest,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,28 October 2012
United Kingdom,Components,"LL Road Frame - Red, 44",Reseller,202.33,15.17,7.50,30 March 2012
United Kingdom,Components,"LL Road Frame - Red, 44",Reseller,202.33,15.17,7.50,30 June 2012
United Kingdom,Components,"LL Road Frame - Red, 44",Reseller,202.33,15.17,7.50,28 September 2012
United Kingdom,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,29 December 2011
United Kingdom,Components,"LL Road Frame - Red, 52",Reseller,202.33,15.17,7.50,28 November 2012
United Kingdom,Components,"LL Road Frame - Red, 48",Reseller,202.33,15.17,7.50,30 May 2012
United Kingdom,Components,"LL Road Frame - Red, 48",Reseller,202.33,15.17,7.50,29 January 2012
United Kingdom,Components,"LL Road Frame - Red, 48",Reseller,202.33,15.17,7.50,29 February 2012
United Kingdom,Components,"LL Road Frame - Red, 60",Reseller,202.33,15.17,7.50,30 April 2012
United Kingdom,Components,"LL Road Frame - Red, 60",Reseller,202.33,15.17,7.50,28 October 2012
United Kingdom,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,30 May 2012
United Kingdom,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,28 September 2012
United Kingdom,Components,"LL Road Frame - Red, 62",Reseller,202.33,15.17,7.50,30 March 2012
Central,Clothing,"Racing Socks, L",Reseller,201.98,57.40,28.42,29 October 2013
Central,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-20.19,-9.99,29 October 2011
Northeast,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-20.19,-9.99,29 January 2011
Northeast,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-20.19,-9.99,29 November 2011
Northeast,Clothing,"Long-Sleeve Logo Jersey, XL",Reseller,201.88,-20.19,-9.99,29 October 2011
Canada,Clothing,"Long-Sleeve Logo Jersey, XL",Reseller,201.88,-20.19,-9.99,29 January 2011
Canada,Clothing,"Long-Sleeve Logo Jersey, XL",Reseller,201.88,-20.19,-9.99,29 September 2011
Southeast,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-20.19,-9.99,01 March 2011
Southeast,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-20.19,-9.99,01 July 2011
Southeast,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-20.19,-9.99,31 March 2011
Southeast,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-20.19,-9.99,29 October 2011
Southeast,Clothing,"Long-Sleeve Logo Jersey, XL",Reseller,201.88,-20.19,-9.99,29 October 2011
Southeast,Clothing,"Long-Sleeve Logo Jersey, XL",Reseller,201.88,-1.68,-0.83,30 May 2012
Southeast,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,30 May 2012
Southwest,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,30 June 2012
United Kingdom,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-1.68,-0.83,29 January 2012
United Kingdom,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,28 October 2012
Northeast,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,28 November 2012
Northeast,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,30 April 2012
Northeast,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,30 May 2012
Northeast,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-1.68,-0.83,28 August 2012
Central,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-1.68,-0.83,28 October 2012
Central,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,30 April 2012
Central,Clothing,"Long-Sleeve Logo Jersey, XL",Reseller,201.88,-1.68,-0.83,28 October 2012
Central,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,28 September 2012
Central,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,28 October 2012
France,Clothing,"Long-Sleeve Logo Jersey, L",Reseller,201.88,-1.68,-0.83,30 June 2012
France,Clothing,"Long-Sleeve Logo Jersey, M",Reseller,201.88,-1.68,-0.83,29 December 2011
Northeast,Accessories,"Sport-100 Helmet, Black",Reseller,201.87,63.08,31.25,28 August 2012
Northeast,Accessories,"Sport-100 Helmet, Blue",Reseller,201.87,63.08,31.25,28 November 2012
Central,Accessories,"Sport-100 Helmet, Red",Reseller,201.87,63.08,31.25,29 January 2012
Central,Accessories,"Sport-100 Helmet, Blue",Reseller,201.87,63.08,31.25,30 May 2012
United Kingdom,Accessories,"Sport-100 Helmet, Red",Reseller,201.87,63.08,31.25,30 April 2012
Northwest,Accessories,"Sport-100 Helmet, Black",Reseller,201.87,63.08,31.25,28 September 2012
Northwest,Accessories,"Sport-100 Helmet, Black",Reseller,201.87,63.08,31.25,29 February 2012
Southwest,Accessories,"Sport-100 Helmet, Black",Reseller,201.87,63.08,31.25,31 July 2012
Southwest,Accessories,"Sport-100 Helmet, Red",Reseller,201.87,63.08,31.25,28 September 2012
Southwest,Accessories,"Sport-100 Helmet, Red",Reseller,201.87,63.08,31.25,30 June 2012
Southwest,Accessories,"Sport-100 Helmet, Black",Reseller,201.87,81.59,40.41,29 September 2011
Northwest,Accessories,"Sport-100 Helmet, Black",Reseller,201.87,81.59,40.41,29 November 2011
Southeast,Accessories,"Sport-100 Helmet, Red",Reseller,201.87,81.59,40.41,01 May 2011
Central,Accessories,"Sport-100 Helmet, Black",Reseller,201.87,81.59,40.41,29 January 2011
Central,Accessories,"Sport-100 Helmet, Blue",Reseller,201.87,81.59,40.41,29 August 2011
Canada,Accessories,"Sport-100 Helmet, Black",Reseller,201.87,81.59,40.41,01 August 2011
Canada,Accessories,"Sport-100 Helmet, Red",Reseller,201.87,81.59,40.41,31 March 2011
Southeast,Accessories,"Sport-100 Helmet, Blue",Reseller,200.76,4.46,2.22,28 December 2012
Canada,Accessories,Bike Wash - Dissolver,Reseller,200.34,75.46,37.66,30 May 2013
Australia,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 December 2012
Australia,Components,"LL Touring Frame - Blue, 44",Reseller,200.05,0.20,0.10,28 January 2013
Australia,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,28 December 2012
Australia,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,31 July 2013
Australia,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 August 2013
Australia,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 September 2013
Australia,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,31 July 2013
Australia,Components,"LL Touring Frame - Yellow, 58",Reseller,200.05,0.20,0.10,28 January 2013
Australia,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,28 December 2012
Australia,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,29 September 2013
Australia,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,30 April 2013
Australia,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,28 January 2013
Canada,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,30 April 2013
Canada,Components,"LL Touring Frame - Yellow, 58",Reseller,200.05,0.20,0.10,28 January 2013
Canada,Components,"LL Touring Frame - Yellow, 58",Reseller,200.05,0.20,0.10,28 February 2013
Canada,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,30 April 2013
Canada,Components,"LL Touring Frame - Blue, 62",Reseller,200.05,0.20,0.10,28 January 2013
Canada,Components,"LL Touring Frame - Blue, 62",Reseller,200.05,0.20,0.10,28 February 2013
Canada,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 January 2013
Canada,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,29 October 2013
Germany,Components,"LL Touring Frame - Blue, 44",Reseller,200.05,0.20,0.10,28 January 2013
Germany,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 January 2013
Germany,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,30 June 2013
Germany,Components,"LL Touring Frame - Yellow, 58",Reseller,200.05,0.20,0.10,28 December 2012
Germany,Components,"LL Touring Frame - Yellow, 58",Reseller,200.05,0.20,0.10,28 January 2013
Germany,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,31 July 2013
Germany,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,28 December 2012
Northeast,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,28 December 2012
Northeast,Components,"LL Touring Frame - Yellow, 58",Reseller,200.05,0.20,0.10,28 February 2013
Northeast,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 September 2013
Northeast,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 November 2013
Northeast,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 February 2013
Northeast,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,29 August 2013
Northeast,Components,"LL Touring Frame - Blue, 62",Reseller,200.05,0.20,0.10,28 December 2012
Northeast,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,29 November 2013
France,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 November 2013
Central,Components,"LL Touring Frame - Blue, 44",Reseller,200.05,0.20,0.10,28 January 2013
Central,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 January 2013
Central,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 February 2013
Central,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,30 April 2013
Central,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,31 July 2013
Central,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,29 November 2013
Central,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,30 April 2013
Central,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,31 July 2013
Central,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,28 January 2013
Central,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,28 February 2013
Central,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,30 April 2013
Central,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,31 July 2013
Northwest,Components,"LL Touring Frame - Blue, 44",Reseller,200.05,0.20,0.10,28 January 2013
Northwest,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 August 2013
Northwest,Components,"LL Touring Frame - Blue, 62",Reseller,200.05,0.20,0.10,28 February 2013
Northwest,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,30 March 2013
Northwest,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,30 June 2013
Northwest,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,30 May 2013
Northwest,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,29 October 2013
Northwest,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,30 March 2013
Northwest,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,31 July 2013
Southeast,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 January 2013
Southeast,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,30 April 2013
Southeast,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,29 August 2013
Southeast,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,31 July 2013
Southeast,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 August 2013
Southeast,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,30 May 2013
Southeast,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,29 October 2013
Southeast,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,30 May 2013
Southeast,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,30 April 2013
Southwest,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 November 2013
Southwest,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 February 2013
Southwest,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,28 January 2013
Southwest,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,28 January 2013
Southwest,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,30 May 2013
Southwest,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,29 August 2013
Southwest,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,29 November 2013
Southwest,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,29 August 2013
Southwest,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,29 November 2013
Southwest,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,29 November 2013
Southwest,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,30 May 2013
United Kingdom,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,28 February 2013
United Kingdom,Components,"LL Touring Frame - Yellow, 44",Reseller,200.05,0.20,0.10,29 October 2013
United Kingdom,Components,"LL Touring Frame - Yellow, 62",Reseller,200.05,0.20,0.10,30 April 2013
United Kingdom,Components,"LL Touring Frame - Yellow, 50",Reseller,200.05,0.20,0.10,29 November 2013
United Kingdom,Components,"LL Touring Frame - Yellow, 58",Reseller,200.05,0.20,0.10,28 January 2013
United Kingdom,Components,"LL Touring Frame - Blue, 58",Reseller,200.05,0.20,0.10,28 January 2013
United Kingdom,Components,"LL Touring Frame - Blue, 62",Reseller,200.05,0.20,0.10,28 January 2013
United Kingdom,Components,"LL Touring Frame - Blue, 54",Reseller,200.05,0.20,0.10,28 February 2013
United Kingdom,Components,"LL Touring Frame - Blue, 50",Reseller,200.05,0.20,0.10,29 August 2013
Southwest,Clothing,"Long-Sleeve Logo Jersey, L",Internet,199.96,45.99,23.00,09 May 2013
Southwest,Clothing,"Racing Socks, L",Reseller,199.58,75.17,37.66,30 May 2013
Canada,Clothing,"Racing Socks, M",Reseller,199.58,75.17,37.66,28 January 2013
Southwest,Accessories,Cable Lock,Reseller,198.94,54.57,27.42,29 February 2012
Northwest,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,31 July 2012
Northwest,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,30 March 2012
United Kingdom,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,30 May 2012
United Kingdom,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,29 February 2012
Central,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,30 May 2012
Central,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,30 June 2012
Central,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,28 August 2012
France,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,30 April 2012
Northeast,Components,HL Road Front Wheel,Reseller,198.04,51.49,26.00,31 July 2012
Northwest,Accessories,Hydration Pack - 70 oz.,Reseller,197.96,74.57,37.66,30 June 2013
Northwest,Accessories,Hydration Pack - 70 oz.,Reseller,197.96,74.57,37.66,30 March 2013
Northeast,Accessories,Hydration Pack - 70 oz.,Reseller,197.96,74.57,37.66,30 June 2013
Northeast,Accessories,Hydration Pack - 70 oz.,Reseller,197.96,74.57,37.66,30 March 2013
Germany,Accessories,Hydration Pack - 70 oz.,Reseller,197.96,74.57,37.66,28 December 2012
Central,Accessories,Hydration Pack - 70 oz.,Reseller,197.96,74.57,37.66,30 June 2013
Southeast,Accessories,Hydration Pack - 70 oz.,Reseller,197.96,74.57,37.66,30 April 2013
Northwest,Clothing,"Half-Finger Gloves, M",Reseller,197.80,61.81,31.25,29 December 2011
Northwest,Clothing,"Half-Finger Gloves, M",Reseller,197.80,61.81,31.25,28 October 2012
Southeast,Clothing,"Half-Finger Gloves, M",Reseller,197.80,61.81,31.25,28 September 2012
Southeast,Clothing,"Half-Finger Gloves, M",Reseller,197.80,61.81,31.25,30 March 2012
Southwest,Clothing,"Half-Finger Gloves, S",Reseller,197.80,61.81,31.25,29 December 2011
Canada,Clothing,"Half-Finger Gloves, M",Reseller,197.80,61.81,31.25,30 March 2012
Canada,Clothing,"Half-Finger Gloves, M",Reseller,197.80,61.81,31.25,30 June 2012
Canada,Clothing,"Half-Finger Gloves, M",Reseller,197.80,61.81,31.25,31 July 2012
Canada,Clothing,"Half-Finger Gloves, S",Reseller,197.80,61.81,31.25,28 October 2012
Canada,Clothing,"Half-Finger Gloves, L",Reseller,197.80,61.81,31.25,29 December 2011
Canada,Clothing,AWC Logo Cap,Reseller,197.09,-19.71,-10.00,31 May 2011
Canada,Clothing,AWC Logo Cap,Reseller,197.09,-1.64,-0.83,29 February 2012
Canada,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,28 November 2012
France,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,29 January 2012
France,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,30 May 2012
France,Components,HL Mountain Handlebars,Reseller,196.81,51.17,26.00,29 January 2012
Central,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,28 November 2012
Northeast,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,28 September 2012
Southwest,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,28 September 2012
Southwest,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,30 March 2012
United Kingdom,Components,HL Mountain Handlebars,Reseller,196.81,51.17,26.00,28 November 2012
United Kingdom,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,28 September 2012
United Kingdom,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,29 January 2012
Southeast,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,29 January 2012
Southeast,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,30 May 2012
Northwest,Components,HL Road Handlebars,Reseller,196.81,51.17,26.00,30 April 2012
Southwest,Components,HL Mountain Rear Wheel,Reseller,196.33,51.05,25.99,30 June 2012
France,Components,HL Mountain Rear Wheel,Reseller,196.33,51.05,25.99,30 June 2012
France,Components,HL Mountain Rear Wheel,Reseller,196.33,51.05,25.99,31 July 2012
France,Components,HL Mountain Rear Wheel,Reseller,196.33,51.05,25.99,28 September 2012
Northwest,Accessories,Cable Lock,Reseller,195.00,60.94,31.25,28 October 2012
Northwest,Accessories,Cable Lock,Reseller,195.00,60.94,31.25,29 December 2011
Canada,Accessories,Cable Lock,Reseller,195.00,60.94,31.25,30 March 2012
Southwest,Accessories,Cable Lock,Reseller,195.00,60.94,31.25,30 March 2012
Southeast,Clothing,"Half-Finger Gloves, M",Reseller,194.88,66.65,34.20,30 May 2013
United Kingdom,Clothing,"Half-Finger Gloves, M",Reseller,194.88,66.65,34.20,28 December 2012
Canada,Clothing,"Half-Finger Gloves, S",Reseller,194.88,66.65,34.20,28 January 2013
Germany,Clothing,"Half-Finger Gloves, M",Reseller,194.88,66.65,34.20,28 December 2012
Germany,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,30 May 2013
Germany,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,28 February 2013
Northeast,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,31 July 2013
Northeast,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,28 December 2012
Northeast,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,29 October 2013
France,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,28 December 2012
Central,Components,HL Road Pedal,Reseller,194.38,50.54,25.99,28 February 2013
Central,Components,HL Road Pedal,Reseller,194.38,50.54,25.99,30 May 2013
Central,Components,HL Road Pedal,Reseller,194.38,50.54,25.99,29 November 2013
Central,Components,Touring Pedal,Reseller,194.38,50.54,25.99,29 November 2013
Canada,Components,HL Road Pedal,Reseller,194.38,50.54,25.99,31 July 2013
Canada,Components,HL Road Pedal,Reseller,194.38,50.54,25.99,29 August 2013
Canada,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,29 September 2013
Australia,Components,Touring Pedal,Reseller,194.38,50.54,25.99,30 May 2013
United Kingdom,Components,HL Road Pedal,Reseller,194.38,50.54,25.99,28 February 2013
United Kingdom,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,30 March 2013
Southwest,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,28 December 2012
Southeast,Components,HL Road Pedal,Reseller,194.38,50.54,25.99,30 March 2013
Southeast,Components,HL Road Pedal,Reseller,194.38,50.54,25.99,31 July 2013
Southeast,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,28 December 2012
Southeast,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,30 June 2013
Southeast,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,30 March 2013
Southeast,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,29 September 2013
Northwest,Components,HL Mountain Pedal,Reseller,194.38,50.54,25.99,30 March 2013
